Dis No,Country,Region,Continent,Location,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs,Insured Damages,Total Damages
2019-0082-AFG,Afghanistan,Southern Asia,Asia,"Zheri, Dand,Damand, Arghandab, Spinboldak,Takhtapu, Panjwai, Boldack, Shah Wali Kot Districts (Kandahar province); Shandand district (Herat province); Ab Kamari; Bala Murghab, Jawand, Qala-e-Naw distrits (Farah province); Zaazi Aryoub district Marikhil village and Wazi Zadran district (Paktia province); Mandozai, Bak, Ali Shir, Sabri districts and Khost City (Khost province); Sayed Abaad, Daimir daad, Jalriz districts (Wardak province); Kunar, Zabul, Nimroz, provinces Chaparhaar District, Guldara Dowlatzai Village, Surkh Rood District, Bakhtaan Village, Angoor Bagh area of Jalal Abaad, Haska Mina district Dowlatkhil Village (Nangarhar province); Hilmand, Laghman provinces",63.0,,122600.0,6500.0,129100.0,,,
2019-0287-BIH,Bosnia and Herzegovina,Southern Europe,Europe,Tuzla,,,159.0,,159.0,,,
2019-0100-BRA,Brazil,South America,Americas,"São Paulo, São Bernardo do Campo, Ribeirão Pires, Suzano (Sao Paulo)",12.0,6.0,1300.0,,1306.0,,,
2019-0146-BRA,Brazil,South America,Americas,"Rio de Janeiro, Maranhao, Piaui, Sao Paulo states",10.0,,4500.0,,4500.0,,,
2019-0368-BRA,Brazil,South America,Americas,Metropolitan Region of Recife,12.0,,,,,,,
2019-0159-COL,Colombia,South America,Americas,"Antioquia, Nariño, Cauca, Cundinamarca, Huila, Caldas, Caquetá",14.0,,1647.0,,1647.0,,,
2019-0015-ESP,Spain,Southern Europe,Europe,Asturies,4.0,,,,,,29000.0,58000.0
2019-0171-CAN,Canada,Northern America,Americas,"Ontario, Nouveau-Brunswick, Quebec",1.0,,19500.0,,19500.0,,210000.0,800000.0
2019-0008-ARG,Argentina,South America,Americas,"Corrientes, Santiago del Estero, Chaco, Tucumán, Santa Fe, Entre Ríos provinces",4.0,,31451.0,,31451.0,,,
2019-0008-BRA,Brazil,South America,Americas,"Alegrete, Santana da Boa Vista, Quaraí , Bagé and Lavras do Sul Municipalities municipalities (Rio Grande do Sul State)",4.0,,10000.0,,10000.0,,,
2019-0514-CIV,Côte d’Ivoire,Western Africa,Africa,"Aboisso, Alépé, Grand Bassam, Ayamé, Man, Bonoua, Agboville, Ono and Adiaké (Abidjan)",12.0,32.0,14002.0,612.0,14646.0,,,
2019-0301-ESP,Spain,Southern Europe,Europe,"Tafalla, Ezprogui (Autonomous Community of Navarre)",1.0,,,,,,,
2019-0084-AUS,Australia,Australia and New Zealand,Oceania,Gippsland region (South-east Victoria state),,,600.0,27.0,627.0,,,
2019-0165-COM,Comoros (the),Eastern Africa,Africa,"Grande Comore, Moheli, Anjouan islands",8.0,180.0,345131.0,,345311.0,,,
2019-0283-ECU,Ecuador,South America,Americas,"Banos de Agua Santa (Tungurahua province, central Ecuador); Juive Grande",2.0,,145.0,,145.0,,,
2019-0186-ESP,Spain,Southern Europe,Europe,"Valencia; Xabia, Denia municipalities (Alicante)",,,320.0,,320.0,,,
2019-0001-AUT,Austria,Western Europe,Europe,"Land du Vorarlberg, alpes salzbourgeoises, Land de Styrie",11.0,,,,,,,
2019-0001-CHE,Switzerland,Western Europe,Europe,"Alpes valaisannes, Verbier, Mont-Rogneux",4.0,,,,,,,
2019-0044-DZA,Algeria,Northern Africa,Africa,"Tizi Ouzou, Medea, Setif, Bourdj Bouriridj, Batna, Bejaia Bouira, Boumerdes, Jijel (northern governorates); Oum El Bouaghi, El Bayedh, Khanchela (high plateau North-East); Naama governortae (West)",8.0,25.0,125000.0,,125025.0,,,
2019-0255-AFG,Afghanistan,Southern Asia,Asia,"Kabul, Parwan, Ghour, Herat, Bamyan, Ghazni",24.0,11.0,550.0,,561.0,,,
2019-0125-AFG,Afghanistan,Southern Asia,Asia,"Herat, Ghoryan, Koh Zor, Rubat Sangi , Zinda Jan Districts, (Herat Province); Faryab, Balkh, Badhis",35.0,,,,,,,
2019-0143-AFG,Afghanistan,Southern Asia,Asia,"Obey, Kohsan, Karrokh, Shindand, Guzara districts (Herat)",16.0,6.0,,1275.0,1281.0,,,
2019-0070-AGO,Angola,Middle Africa,Africa,"Cangadala, Cambundi-Catembo, Quirima (Malanje province); Luanda province",11.0,,,4255.0,4255.0,,,
2019-0123-AGO,Angola,Middle Africa,Africa,"Benguela, Luanda, Huíla, Zaire Provinces",19.0,,795.0,280.0,1075.0,,,
2019-0232-ALB,Albania,Southern Europe,Europe,Korçë county,,4.0,300.0,,304.0,,,
2019-0444-ALB,Albania,Southern Europe,Europe,"Durres, Tirana Counties",,108.0,4500.0,,4608.0,,,45000.0
2019-0185-ARG,Argentina,South America,Americas,"Resistencia, Barranqueras, General Pinedo, Charata, Las Breñas, Saenz Peña, Corrientes cities (Chaco, Formosa, Corrientes provinces)",2.0,,1800.0,,1800.0,,,
2019-0206-ARG,Argentina,South America,Americas,"General Taboada, Juan Felipe Ibarra, Belgrano Departments (Santiago del Estero Province)",,,2100.0,,2100.0,,,
2019-0319-ARM,Armenia,Western Asia,Asia,"Karnut, Saratak, Hovit, Basen, Arevik, Jradzor, Tshoghamarg, Goghovit, Gtashen, Hoghmik, Lernaghyugh, Torosgyugh, Hovtun, Amasia (Shirak region)",,,11700.0,,11700.0,,,
2019-0028-AUS,Australia,Australia and New Zealand,Oceania,"Townsville, Daintree, Giru (Queensland)",3.0,,9900.0,,9900.0,,635000.0,2000000.0
2019-0366-AUT,Austria,Western Europe,Europe,,1.0,,,,,,,
2019-0049-BDI,Burundi,Eastern Africa,Africa,"Nyakabiga, Musaga, Kanyosha, Buterere,Kinama",10.0,,,,,,,
2019-0296-BEL,Belgium,Western Europe,Europe,,128.0,,,,,,,
2019-0366-BEL,Belgium,Western Europe,Europe,,400.0,,,,,,,
2019-0144-BGD,Bangladesh,Southern Asia,Asia,Dhaka,15.0,,,,,,,
2019-0304-BGD,Bangladesh,Southern Asia,Asia,Cox’s Bazar (Chittagong Division),2.0,16.0,18000.0,,18016.0,,,
2019-0164-BGD,Bangladesh,Southern Asia,Asia,"Barguna, Kishoreganj,Noakhali, Laxmipur, Feni, Chandpur, Bhola, Patuakhali, Barishal, Pirozpur, Jhalokathi, Bagherhat, Khulna, Satkhira districts",39.0,45.0,,10000.0,10045.0,,,
2019-0412-BHS,Bahamas (the),Caribbean,Americas,"Great Abaco, Grand Bahama",356.0,,14940.0,,14940.0,,,3400000.0
2019-0194-BIH,Bosnia and Herzegovina,Southern Europe,Europe,"Lukavac, Banovici, Tešanj, Doboj Jug, Sanski Most, Bosanska Krupa, Prijedor, Cazin, Usora, Kljuc, Teslic",1.0,,600.0,,600.0,,,
2019-0358-BOL,Bolivia (Plurinational State of),South America,Americas,"Lake Titicaca on the Peru-Bolivia border, La Paz department",,,3000.0,,3000.0,,,
2019-0428-BOL,Bolivia (Plurinational State of),South America,Americas,"Santa Cruz, Beni, La Paz departments",,,,,,,,
2019-0092-BOL,Bolivia (Plurinational State of),South America,Americas,"Cochabamba, Beni, La Paz, Potosi, Chuquisaca, Tarija and Pando",23.0,,,,,,,
2019-0037-BOL,Bolivia (Plurinational State of),South America,Americas,"Santa Cruz, Cochabamba, Tarija, Potosi, northern part of La Paz",,,14000.0,,14000.0,,,
2019-0309-BRA,Brazil,South America,Americas,Pernambuco state,7.0,,30000.0,,30000.0,,,
2019-0428-BRA,Brazil,South America,Americas,,,,,,,,,
2019-0023-CHL,Chile,South America,Americas,Coquimbo,2.0,,780.0,,780.0,,,
2019-0091-CHL,Chile,South America,Americas,"Arica y Parinacota, Tarapacá, Antofagasta regions",6.0,,600.0,,600.0,,,
2019-0291-CHN,China,Eastern Asia,Asia,Kaiyuan city (Liaoning Province),6.0,120.0,45000.0,,45120.0,,,145000.0
2019-0096-CHN,China,Eastern Asia,Asia,Sichuan Province,2.0,12.0,32733.0,27.0,32772.0,,,2000.0
2019-0259-CHN,China,Eastern Asia,Asia,Yibin (Sichuan province),13.0,220.0,244000.0,,244220.0,,,1300000.0
2019-0425-CHN,China,Eastern Asia,Asia,Sichuan province,1.0,63.0,15123.0,396.0,15582.0,,,
2019-0381-CHN,China,Eastern Asia,Asia,Duobi Gorge in Hefeng County (Hubei province),13.0,61.0,15800.0,,15861.0,,,
2019-0469-CHN,China,Eastern Asia,Asia,Heilongjiang province,,,11400.0,,11400.0,,,315000.0
2019-0367-CHN,China,Eastern Asia,Asia,Shuicheng County (Guizhou Province),51.0,,40.0,,40.0,,,
2019-0424-CHN,China,Eastern Asia,Asia,,,,,,,,,131000.0
2019-0472-CHN,China,Eastern Asia,Asia,Zhoushan,3.0,,,,,,,263000.0
2019-0134-CHN,China,Eastern Asia,Asia,Liangshan (Sichan province),30.0,,,,,,,
2019-0400-CHN,China,Eastern Asia,Asia,Wenchuan county (Sichuan province),38.0,6.0,6600.0,,6606.0,,,200000.0
2019-0161-CHN,China,Eastern Asia,Asia,Shenzhen City (Guangdong Province),11.0,,,,,,,
2019-0209-CHN,China,Eastern Asia,Asia,"Yunnan, Guizhou, Guangxi, Hunan, Guangdong, Jiangxi, Zhejiang, Fujian, Chongqing provinces",300.0,,4500000.0,,4500000.0,,700000.0,6200000.0
2019-0333-CHN,China,Eastern Asia,Asia,"Zhejiang, Fujian, Jiangxi, Hunan, Guangdong, Yunnan, Sichuan provinces, Guangxi Zhuang Autonomous Region, Tibet Autonomous Region",17.0,,360000.0,,360000.0,,,
2019-0211-COG,Congo (the),Middle Africa,Africa,"Haut-Katanga, South Kivu, Tanganyika, Haut-Lomami, North Kivu",260.0,12000.0,,,12000.0,,,
2019-0079-COG,Congo (the),Middle Africa,Africa,"Haut Lomami, Lualaba, Thsopo, Kasai, Tanganyika",,,16246.0,,16246.0,,,
2019-0212-COG,Congo (the),Middle Africa,Africa,North Kivu and Ituri provinces,3559.0,180000.0,,,180000.0,,,
2019-0455-COL,Colombia,South America,Americas,"Meta, Tolima, Huila, Santander, Norte de Santander, Casanare, Cesar, Antioquia,",169.0,79639.0,,,79639.0,,,
2019-0075-COL,Colombia,South America,Americas,"Condoto, Tadó, Cértegui, Andagoya, Río Iró e Istmina municipalities (Chocó department)",,,9000.0,,9000.0,,,
2019-0175-COL,Colombia,South America,Americas,Rosas (Cauca department) - Barbacoas municapility (Narino department),32.0,,,,,,,
2019-0338-CRI,Costa Rica,Central America,Americas,"North Central, Huetar Caribe",,4852.0,,,4852.0,,,
2019-0025-CUB,Cuba,Caribbean,Americas,"Cerro, 10 de Octubre,Guanabacoa, Regla, San Miguel del Padron (la Havana)",6.0,195.0,9916.0,,10111.0,,,
2019-0001-DEU,Germany,Western Europe,Europe,Bavaria,1.0,,,,,,,
2019-0296-DEU,Germany,Western Europe,Europe,,4.0,,,,,,,
2019-0366-DEU,Germany,Western Europe,Europe,,,,,,,,,
2019-0456-DOM,Dominican Republic (the),Caribbean,Americas,"Barahona, Independencia, Santo Domingo",34.0,16907.0,,,16907.0,,,
2019-0243-ECU,Ecuador,South America,Americas,Amazon basin region,,15.0,,,15.0,,,
2019-0475-ECU,Ecuador,South America,Americas,"Azuay, Manabi, Morona Sant",,9.0,225.0,15.0,249.0,,,
2019-0078-ECU,Ecuador,South America,Americas,"La Delia, El Colorado (Los Rios Province); Santa Ana Canton, Manabí, Pastaza provinces",14.0,,3000.0,,3000.0,,,
2019-0296-ESP,Spain,Southern Europe,Europe,"Cordoba, Valladolid",2.0,,,,,,,
2015-0620-KHM,Cambodia,South-Eastern Asia,Asia,Battambang province,,,6300.0,,6300.0,,,
2015-0620-THA,Thailand,South-Eastern Asia,Asia,"Rayong (Muang, Bang Chang districts), Chonburi, Phang-nga, Chumphon, Trat, Saraburi, Ranong, Satun, Tak, Chanthaburi, Surin, Si Sa Ket, Trang, Chachoengsao, Nakhon Nayok, Krabi, Phatthlung, Nakhon Si Thammarat, Prachuap Khiri Khan, Prachinburi, Surat Thani, Phetchaburi (Ban Laem district), Sa Kaeo Provinces",3.0,,,,,,,561.0
2015-0619-KHM,Cambodia,South-Eastern Asia,Asia,"Teuk Chhou District (Kampot) (Mak Prang, Kampong Kreng, Stoeung Keo, Trapang Thum and Prey Khmum communes)",,,22000.0,,22000.0,,,
2016-0525-IDN,Indonesia,South-Eastern Asia,Asia,"Sumatra (3 districts in Merangin regency, Jambi province), Banten (Lebak-Citorek village), Jawa Tengah (Buluhrejo, Plosorejo, Sukomakmur villages), Jawa Timur (Bojonegro, Gresik, Dukun, Bungah and Tuban (Widang, Parengan, Soko, Rengel, Plumpang)), Borneo Isl. (4 districts in West Kalimantan province)",10.0,,105000.0,,105000.0,,,10000.0
2016-0527-IDN,Indonesia,South-Eastern Asia,Asia,"Bima city, East Rasanae, Mpuda, Raba, Rasanae West, Asakota districts (West Nusa Tenggara province)",,,105753.0,,105753.0,,,74000.0
2016-0529-MOZ,Mozambique,Eastern Africa,Africa,"South of the country and capital, Maputo, Gaza, Inhambane, Nampula,Tete, Sofala",47.0,,165000.0,,165000.0,,,
2016-0553-PAK,Pakistan,Southern Asia,Asia,"Azad Jammu and Kashmir, Punjab, Federally Administered Tribal Areas (Orakzai), Khyber Pakhtunkhwa, Balochistan, Gilgit-Baltistan",141.0,127.0,,4285.0,4412.0,,,2000.0
2016-0554-PAK,Pakistan,Southern Asia,Asia,"Karachi, Hyderabad, Tando Allahyar, Mirpur Khas (Sindh), Balochistan state",22.0,60.0,2900.0,,2960.0,,,
2016-0546-MOZ,Mozambique,Eastern Africa,Africa,Maputo,12.0,200.0,,1500.0,1700.0,,,1500.0
2016-0544-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Golestan, Amol (Mazandaran Province)",4.0,,,2000.0,2000.0,,,
2016-0554-IND,India,Southern Asia,Asia,"Jorhat, Golaghat (Assam State)",34.0,,,,,,,
2016-0538-JPN,Japan,Eastern Asia,Asia,"Yamanashi, Kawanehoncho,Shizuoka",3.0,490.0,,,490.0,,,
2016-9529-LKA,Sri Lanka,Southern Asia,Asia,Batticaloa District (Eastern province),,,900000.0,,900000.0,,,20000.0
2016-0532-MEX,Mexico,Central America,Americas,"Tamaulipas, Veracruz, Chihuahua",2.0,,,3000.0,3000.0,,,
2016-0547-NGA,Nigeria,Western Africa,Africa,"Zamfara, Sokoto, Katsina, Kebbi, Niger, Kano, Yobe, Jigawa, Plateau, Kogi, Adamawa, Delta, FCT, Nassarawa, Gombe, Taraba, Cross River, Osun, Lagos, Oyo, Benue",1166.0,14518.0,,,14518.0,,,
2016-0576-NGA,Nigeria,Western Africa,Africa,"Ondo, Edo, Lagos, Plateau, Bauchi, Ogun, Ebonyi, Taraba, Nasarawa, Rivers, Kaduna, Gombe, Cross-River, Borno, Kano, Kogi, Enugu, Anambra, Lagos, Kwara",121.0,914.0,,,914.0,,,
2016-0518-PER,Peru,South America,Americas,Junin,26.0,54.0,,,54.0,,,
2016-0537-PHL,Philippines (the),South-Eastern Asia,Asia,Surigao city,8.0,202.0,,,202.0,,,
2016-0531-PRK,Korea (the Democratic People's Republic of),Eastern Asia,Asia,,14.0,,,,,,,
2016-0548-SOM,Somalia,Eastern Africa,Africa,,497.0,14165.0,,,14165.0,,,
2017-0382-MEX,Mexico,Central America,Americas,"Oaxaca (Juchitan), Chiapas (Cintapala),Tabasco states",98.0,250.0,1200000.0,,1200250.0,,400000.0,2300000.0
2017-0410-GTM,Guatemala,Central America,Americas,"Ixcan, San Luis and Coban communities",8.0,,,413.0,413.0,,,
2017-0410-HND,Honduras,Central America,Americas,"Ocotepeque, Copán, Lempira, Intibucá, Santa Bárbara, Comayagua departements, Francisco Morazan (San Ignacio), Atlantida (El Porvenir), El Paraiso (Trojes), Valle (San Lorenzo, Nacaome Paso Hondo in Goascoran)",3.0,,120.0,,120.0,,,
2017-0152-IND,India,Southern Asia,Asia,"Manipur, Mizoram",,,1970.0,,1970.0,,,
2017-0408-ITA,Italy,Southern Europe,Europe,"Livourne, Rosignano, Chioma",9.0,,1000.0,,1000.0,,,216000.0
2017-0432-JPN,Japan,Eastern Asia,Asia,"Honshu Island: Fukuoka, Mie, Osaka, Toyama, Wakayama, Ibaraki, Nagano, Hokkaido",8.0,210.0,18600.0,,18810.0,,,1000000.0
2017-0468-JPN,Japan,Eastern Asia,Asia,"Oita (Bungo-ono), Kagawa (Mitoyo city), Okayama, Ehime, Kochi, Kyoto, Miyazaki, Hyogo",2.0,56.0,21600.0,,21656.0,,330000.0,500000.0
2017-0508-LKA,Sri Lanka,Southern Asia,Asia,"Galle, Matara (Southern), Colombo, Badulla (Uva), Gampaha, Kalutara (Western), Nuwara Eliya (Central)",27.0,77.0,160000.0,,160077.0,,,346000.0
2017-0485-MAC,Macao,Eastern Asia,Asia,,,,,,,,,
2017-0168-MEX,Mexico,Central America,Americas,"Sierra Madre del Sur, Sierra Madre de Chiapas Mountain ranges, Oaxaca State, San Francisco Ozolotepec, San Marcial Ozolotepec, San Pedro Quiatoni, San Carlos Yautepec, Jamiltepec, Juquila, and Pochutla, Tehuantepec in Istmo Region, Juchitan district, San Pablo Topiltepec",6.0,,,600.0,600.0,,,
2017-0334-MEX,Mexico,Central America,Americas,"Quintana Roo State (Yucatan Peninsula); Campeche, Tabasco and Chiapas, Lechuguillas (Veracruz state); Puebla, Hidalgo states",,,300.0,,300.0,,,2000.0
2017-0145-PAK,Pakistan,Southern Asia,Asia,"Punjab, Khyber Pakhtunkhwa provinces",11.0,,,,,,,
2017-0326-PHL,Philippines (the),South-Eastern Asia,Asia,"National Capital Region (Valenzuela, Quezon, Manila, Malabon, Paranaque, Makati), Ilocos (Pangasinan, La Union, Ilocos Norte, Ilocos Sur), Central Luzon (Balagtas, Meycauayan, Marilao-Bulacan, MacabebeBrgy. Sto. Rosario - City of San Fernando -Pampanga), Calabarzon (Cavite, Rizal), Cordillera Administrative Region (CAR) (Benguet, Baguio city, Abra,Mt Province, Ifugao)",,,7339.0,,7339.0,,,175.0
2017-0422-PHL,Philippines (the),South-Eastern Asia,Asia,"southern Luzon: Batangas (San Juan town), Palawan (Busuanga town), Camarines Sur (Barangay Sibaguan near Sagnay town, Lagonoy), Albay, Camarines Norte (Vinzons, Mercedes), Oriental Mindoro (Calapan city), Laguna - Calabarzon, Mimaropa, and Bicol Regions",6.0,,305.0,,305.0,,,
2017-0524-PHL,Philippines (the),South-Eastern Asia,Asia,"Valencia, (Mindanao),Salvador, Sapad, Dalama village (Tubod) (Lanao del Norte), Piagapo, Sibuco,Tugaya, Marawi (Lanao del Sud), Zamboanga del Norte, Zamboanga Sibugay, Cagayan de Oro (Misamis Oriental)",58.0,,871757.0,52000.0,923757.0,,,50000.0
2017-0525-PHL,Philippines (the),South-Eastern Asia,Asia,"Bicol (Albay,Camarines Norte,Camarines Sur, Masbate, Sorsogon), Western Visayas (Aklan, Capiz, Iloilo), Central Visayas (Cebu), Eastern Visayas (Biliran, Leyte, Samar, Eastern Samar, Northern Samar,Southern Leyte), Caraga (Dinagat Island, Surigao del Norte), Southern Tagalog (Marinduque, Oriental Mindoro, Palawan, Romblon)",91.0,78.0,1861250.0,,1861328.0,,,71901.0
2017-0383-PRI,Puerto Rico,Caribbean,Americas,"Humacao town, San Juan, Bayamon, Guajataca (north-west), Tao Baja, Culebra island, Vieques,Naguabo, Fajardo , Juncos, San Lorenzo, Ceiba cities (Humacao), Arecibo, Yabucoa Caguas towns (Guyama), Cataño (Bayamon), Aguada (Aguadilla)",64.0,,540000.0,210000.0,750000.0,,30000000.0,68000000.0
2017-0328-ITA,Italy,Southern Europe,Europe,"Tramontina (Pordenone & Udine-Frioul region); Marziai (Belluno-Dolomites), Cortina d'Ampezzo (Belluno), Alto Adige, Lago di Garda (Verona), Adige Valley",4.0,,,,,,,3500.0
2017-0432-PHL,Philippines (the),South-Eastern Asia,Asia,"Mimaropa (Puerto Princesa City, Palawan), Western Visayas (Negros occidental), Central Visayas (Negros oriental, Siquijor), Zamboanga peninsula (Zamboanga city, Zamboanga del Norte, Zamboanga del Sur, Zamboanga del Sibugay), Caraga (Agusan del Norte), the Autonomous Region of Muslim Mindanao (Maguindanao), Soccksargen (Sultan Kudarat) regions",9.0,,163349.0,,163349.0,,,3400.0
2017-0176-PRT,Portugal,Southern Europe,Europe,"Pedrogao Grande (Leiria),Figueiro dos Vinhos, Nodeirinho, Castanheira de Pera; Coimbra district (Gois, Pampilhosa da Serra, Arganil)",64.0,204.0,500.0,,704.0,565000.0,19000.0,232000.0
2017-0515-IDN,Indonesia,South-Eastern Asia,Asia,"East Java’s Pacitan Regency (Klesem village in the Kebonagung Sub-district, Sidomulyo Village in Ngadirojo Sub-district)",11.0,35.0,,2000.0,2035.0,,,
2017-0392-MEX,Mexico,Central America,Americas,"Tecolutla, Xalapa, Jalcomulco",3.0,,1110.0,,1110.0,,,
2017-0406-PHL,Philippines (the),South-Eastern Asia,Asia,"Central Luzon, Calabarzon (Laguna, Quezon, Cavite, Rizal), the National Capital region (Metro Manila)",26.0,,7465.0,1645.0,9110.0,,,5300.0
2017-0319-NZL,New Zealand,Australia and New Zealand,Oceania,"Otago (Dunedin, Taieri, Outram, Henley, Mosgiel, Oamaru, Milton), Canterbury (Christchurch, Selwyn, Timaru), Auckland, Wellington, Waikato (Waihi, Taupo, Rotorua), Bay of Plenty (Murupara), East Cape (Hicks Bay)",,,171.0,12.0,183.0,,,20000.0
2017-0383-HTI,Haiti,Caribbean,Americas,"Limbe, Cornillon (Croix des Bouquets), Saint Marc (Bocozel), Grand Saline (Artibonite), Saint Rafael (North)",3.0,,,,,,,
2017-0525-MYS,Malaysia,South-Eastern Asia,Asia,"Sarawak (Miri and Limbang), Sabah (Penampang, Kota Belud)",,,426.0,,426.0,,,
2017-0025-PAK,Pakistan,Southern Asia,Asia,"Tehsil Garam Chashma, Shershal UC Karimabad village, Arandu (Chitral), Dera Ismail Khan (Khyber Pakhtunkhwa province), Bazaar Zakhakhel, Badi Samoor area of Khar (Bajaur) (Federally Administered Tribal Areas of Pakistan), between Chagai and Nushki (Balochistan)",9.0,3.0,110.0,,113.0,,,
2017-0548-OMN,Oman,Western Asia,Asia,"Saham, Al Batinah (Fariq), Liwa, Muscat",3.0,,200.0,,200.0,,,
2017-0387-MEX,Mexico,Central America,Americas,"Puebla (Puebla, Cholula), Morelos (Cuernavaca, Jojutla), Mexico state, Mexico city (Roma, Reforma, Condesa, Narvarte, Napoles, Lindavista), Guerrero, Oaxaca, Chiapas",369.0,6000.0,250000.0,,256000.0,,2000000.0,6000000.0
2017-0182-GRC,Greece,Southern Europe,Europe,"Vrisa, Plomarion,Plagias, Chios, Kampas, Skala, Polichnitos, Mytilene (Lesbos)",1.0,11.0,720.0,,731.0,,,
2017-0444-GRC,Greece,Southern Europe,Europe,"Mandra, Nea Peramos, Megara (near Athen-Attikis), Symi, Lefkimmi (Corfu-Kerkyras), Igoumenitsa (Thesprotias), Ionnina (Ioanninon)",23.0,24.0,6000.0,,6024.0,,,
2017-0196-HND,Honduras,Central America,Americas,"Choluteca (Choluteca city), Francisco Morazán (Talanga city), Cortés, Colón, Santa Barbara, Valle, Lempira, La Paz, Intibucá, Copán, Ocotepeque",3.0,,595.0,50.0,645.0,,,
2017-0452-HTI,Haiti,Caribbean,Americas,"Port-de-Paix, îIe à Vache, Maniche, Torbeck (Cayes), Les Cayes, Tortuga (Port de Paix), Baradères, Petit Paradis (Gros Morne)",5.0,,50000.0,,50000.0,,,
2017-0206-IDN,Indonesia,South-Eastern Asia,Asia,"Harapan village (East Luwu-Sulawesi Selatan), Kranggan (Setu, South Tangerang-Banten), Jakarta, Sumatra (Asahan-Sumatera Utara), Java, Borneo (Kutai Barat -Kalimatan Timur, Nunukan - Kalimantan Utara), Sulawesi Tenggara",7.0,11.0,25000.0,,25011.0,,,2000.0
2017-0111-IDN,Indonesia,South-Eastern Asia,Asia,"Limapuluh Koto Regency (Sumatra province), Pangkalan, Kapur IX, Lareh Sago Halaban, Harau districts",8.0,,17410.0,,17410.0,,,19000.0
2017-0068-IDN,Indonesia,South-Eastern Asia,Asia,"Kintamani district (Bali); Java, Lombok, and Sumbawa.",12.0,,50500.0,,50500.0,,,2000.0
2017-0494-IDN,Indonesia,South-Eastern Asia,Asia,"Aceh Singkil district, Asahan Regency, Bandung Regency, Balangan Regency, Medan City, Pelalawan Regency, South Ogan Komering Ulu Regency, Tegal Regency",9.0,,12000.0,,12000.0,,,
2017-0096-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Azerbaijane-Gharbi (west), Azerbaijane-Sharghi (east), Kordestan, Zanjan, Mazandaran, Ardebil",42.0,,,,,,,353000.0
2017-0246-JPN,Japan,Eastern Asia,Asia,"Fukuoka (Asakura), Oita prefectures (Kyushu Isl.), Shimane, Kunamoto, Hiroshima, Nagasaki, Miyazaki, Kagoshima",37.0,34.0,2610.0,300.0,2944.0,,140000.0,700000.0
2017-0153-LKA,Sri Lanka,Southern Asia,Asia,"Ratnapura, Matara, Kalutara, Galle, Gampaha, Colombo, Sabaragamuwa, Hambantota",293.0,154.0,879778.0,,879932.0,,33000.0,389000.0
2017-0311-MMR,Myanmar,South-Eastern Asia,Asia,"Magway, Sagaing, Bago (Bago-Kyaukkyi, Tharyarwady Townships), Ayeyarwady (Danubya, Myanaung, Ingapu Townships), Mon State (Kyaikto Township-Kawsannaing, Zayarmon, Northern Wards and Lone Pakkalate Village, Theinzayet Village, Seikkanthar Ward), Mandalay Region (Union Territory-Yamethin), Chin, Kayin, Rakhine (Ann, Taungup Townships) and Shan states, Kachin",3.0,,92000.0,,92000.0,,,
2017-0383-MTQ,Martinique,Caribbean,Americas,"Le Morne-rouge, Le Carbet (St Pierre), Le Marigot, Gros-Morne (La Trinité), Northern coast, Fort-de-France, Schoelcher (Fort de France)",,2.0,,,2.0,,,44000.0
2017-0321-NPL,Nepal,Southern Asia,Asia,"Kaski, Syangja (Gandaki), Mugu (Karnali), Sindhuli, Dudhauli (Janakpur), Saptari, Tilathi (Sagarmatha) districts, Parbat district (Daulagiri), Myanglung,Terhathum district (Koshi), Pyuthan district (Rapti)",11.0,,6000.0,,6000.0,,,
2017-0342-NPL,Nepal,Southern Asia,Asia,"Lalitpur, Palpa, Jhapa, Morang, Sunsari, Saptari, Bardia, Dang,Banke, Sirha, Sarlai, Bara, Sindhuli, Panchhthar, Rasuwa, Rupendehi, Baglung, Nawalparasi, Kailali, Kalikot, Doti, Dhading, Ramechhap, Syangia, Parbat, Pyuthan, Kaski, Terathum, Dolakha districts",176.0,134.0,1700000.0,,1700134.0,,,595000.0
2017-0222-NZL,New Zealand,Australia and New Zealand,Oceania,"North Coast, North Island. From Auckland to Wellington, Titirangi, Kohimarama , Manawatu-Wanganui Region, Whanganui, Rangitikei, Whakat?ne districts, Bay of Plenty, Edgecumbe city, Minginui, Ruat?huna, Te Wh?iti and R??toki communities",,,2200.0,,2200.0,,65000.0,71000.0
